pair,signal_time,signal_regime,threshold_bps,cost_bps,entry_exec_time,exit_exec_time,holding_minutes,long_exchange,short_exchange,gross_price_pnl_bps,funding_pnl_bps,gross_pnl_bps,net_pnl_bps,mae_bps,mfe_bps,execution_model,status,fold_id,oos_kind,parameters_frozen
gate/hyperliquid,2026-07-16 07:15:00+00:00,NORMAL,200.0,40.0,2026-07-16 07:30:00+00:00,2026-07-16 08:00:00+00:00,30.0,hyperliquid,gate,1.2052534257700476,0.0,1.2052534257700476,-38.794746574229954,-1.2588160088244926,5.1183718154013125,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-16 08:15:00+00:00,NORMAL,200.0,40.0,2026-07-16 08:30:00+00:00,2026-07-16 08:45:00+00:00,15.0,hyperliquid,gate,7.5295875204417495,0.0,7.5295875204417495,-32.47041247955825,7.513033313737427,7.513033313737427,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-16 08:45:00+00:00,NORMAL,200.0,40.0,2026-07-16 09:00:00+00:00,2026-07-16 09:15:00+00:00,15.0,hyperliquid,gate,4.629233399709998,0.7587179999999999,5.387951399709998,-34.61204860029,7.781321658180129,7.781321658180129,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-16 09:45:00+00:00,NORMAL,200.0,40.0,2026-07-16 10:00:00+00:00,2026-07-17 00:45:00+00:00,885.0,hyperliquid,gate,14.01696228056748,15.931636000000003,29.94859828056748,-10.05140171943252,-42.61038851890664,15.671583395217015,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-17 01:30:00+00:00,NORMAL,200.0,40.0,2026-07-17 01:45:00+00:00,2026-07-17 02:45:00+00:00,60.0,hyperliquid,gate,10.570043253125272,0.058114,10.628157253125272,-29.371842746874727,-2.936948635701153,8.89289440616503,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-17 02:45:00+00:00,NORMAL,200.0,40.0,2026-07-17 03:00:00+00:00,2026-07-17 03:15:00+00:00,15.0,hyperliquid,gate,7.796769334917908,1.664931,9.461700334917907,-30.538299665082093,7.813883963516677,7.813883963516677,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-17 03:15:00+00:00,NORMAL,200.0,40.0,2026-07-17 03:30:00+00:00,2026-07-17 04:15:00+00:00,45.0,hyperliquid,gate,15.608941812919053,2.6628079999999996,18.27174981291905,-21.72825018708095,-6.23324000051273,9.758104901121945,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-15 14:45:00+00:00,NORMAL,200.0,80.0,2026-07-15 15:00:00+00:00,2026-07-15 15:30:00+00:00,30.0,hyperliquid,gate,15.87440124184658,6.865119,22.73952024184658,-57.26047975815342,0.3363586547544539,14.361788192649438,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-15 16:00:00+00:00,NORMAL,200.0,80.0,2026-07-15 16:15:00+00:00,2026-07-15 16:30:00+00:00,15.0,hyperliquid,gate,2.364451565766146,0.0,2.364451565766146,-77.63554843423385,8.49817726035873,8.49817726035873,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-15 17:00:00+00:00,NORMAL,200.0,80.0,2026-07-15 17:15:00+00:00,2026-07-15 18:30:00+00:00,75.0,hyperliquid,gate,3.0554305814045613,-3.08547,-0.030039418595438683,-80.03003941859544,-13.985728671992437,15.994261895679873,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-15 18:30:00+00:00,NORMAL,200.0,80.0,2026-07-15 18:45:00+00:00,2026-07-15 19:00:00+00:00,15.0,hyperliquid,gate,16.491534031273236,0.0,16.491534031273236,-63.50846596872677,15.725954487557647,15.725954487557647,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-15 23:00:00+00:00,NORMAL,200.0,80.0,2026-07-15 23:15:00+00:00,2026-07-16 02:00:00+00:00,165.0,hyperliquid,gate,16.013613166044884,-2.2810859999999997,13.732527166044884,-66.26747283395511,-10.182419842057477,19.813368060715987,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-16 02:30:00+00:00,NORMAL,200.0,80.0,2026-07-16 02:45:00+00:00,2026-07-16 03:00:00+00:00,15.0,hyperliquid,gate,11.983108312207946,0.0,11.983108312207946,-68.01689168779205,12.126194516877131,12.126194516877131,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-16 03:15:00+00:00,NORMAL,200.0,80.0,2026-07-16 03:30:00+00:00,2026-07-16 04:00:00+00:00,30.0,hyperliquid,gate,11.824871009127325,0.0,11.824871009127325,-68.17512899087268,-8.270740669252818,16.604515715985535,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-16 04:00:00+00:00,NORMAL,200.0,80.0,2026-07-16 04:15:00+00:00,2026-07-16 05:15:00+00:00,60.0,hyperliquid,gate,8.257736262264892,-0.727323,7.530413262264892,-72.46958673773511,-17.83212109479404,5.1390877889967435,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-16 06:00:00+00:00,NORMAL,200.0,80.0,2026-07-16 06:15:00+00:00,2026-07-16 06:30:00+00:00,15.0,hyperliquid,gate,17.370963094514025,0.0,17.370963094514025,-62.629036905485975,14.945348605510667,14.945348605510667,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-16 07:15:00+00:00,NORMAL,200.0,80.0,2026-07-16 07:30:00+00:00,2026-07-16 08:00:00+00:00,30.0,hyperliquid,gate,1.2052534257700476,0.0,1.2052534257700476,-78.79474657422995,-1.2588160088244926,5.1183718154013125,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-16 08:15:00+00:00,NORMAL,200.0,80.0,2026-07-16 08:30:00+00:00,2026-07-16 08:45:00+00:00,15.0,hyperliquid,gate,7.5295875204417495,0.0,7.5295875204417495,-72.47041247955825,7.513033313737427,7.513033313737427,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-16 08:45:00+00:00,NORMAL,200.0,80.0,2026-07-16 09:00:00+00:00,2026-07-16 09:15:00+00:00,15.0,hyperliquid,gate,4.629233399709998,0.7587179999999999,5.387951399709998,-74.61204860029,7.781321658180129,7.781321658180129,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-16 09:45:00+00:00,NORMAL,200.0,80.0,2026-07-16 10:00:00+00:00,2026-07-17 00:45:00+00:00,885.0,hyperliquid,gate,14.01696228056748,15.931636000000003,29.94859828056748,-50.05140171943252,-42.61038851890664,15.671583395217015,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-17 01:30:00+00:00,NORMAL,200.0,80.0,2026-07-17 01:45:00+00:00,2026-07-17 02:45:00+00:00,60.0,hyperliquid,gate,10.570043253125272,0.058114,10.628157253125272,-69.37184274687473,-2.936948635701153,8.89289440616503,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-17 02:45:00+00:00,NORMAL,200.0,80.0,2026-07-17 03:00:00+00:00,2026-07-17 03:15:00+00:00,15.0,hyperliquid,gate,7.796769334917908,1.664931,9.461700334917907,-70.53829966508209,7.813883963516677,7.813883963516677,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-17 03:15:00+00:00,NORMAL,200.0,80.0,2026-07-17 03:30:00+00:00,2026-07-17 04:15:00+00:00,45.0,hyperliquid,gate,15.608941812919053,2.6628079999999996,18.27174981291905,-61.728250187080945,-6.23324000051273,9.758104901121945,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 07:30:00+00:00,NORMAL,200.0,20.0,2026-07-16 07:45:00+00:00,2026-07-16 08:00:00+00:00,15.0,okx,gate,6.855753141161713,0.0,6.855753141161713,-13.144246858838287,11.603193918879873,11.603193918879873,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 13:30:00+00:00,NORMAL,200.0,20.0,2026-07-16 13:45:00+00:00,2026-07-16 14:00:00+00:00,15.0,okx,gate,18.045433213207396,0.0,18.045433213207396,-1.9545667867926042,15.25032576532137,15.25032576532137,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 14:15:00+00:00,NORMAL,200.0,20.0,2026-07-16 14:30:00+00:00,2026-07-16 15:00:00+00:00,30.0,okx,gate,2.5609105145496525,0.0,2.5609105145496525,-17.439089485450346,-2.345297055930118,11.365136543043386,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 15:30:00+00:00,NORMAL,200.0,20.0,2026-07-16 15:45:00+00:00,2026-07-16 16:00:00+00:00,15.0,okx,gate,-6.692243719521596,0.0,-6.692243719521596,-26.692243719521596,-5.96731476292911,-5.96731476292911,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 16:15:00+00:00,NORMAL,200.0,20.0,2026-07-16 16:30:00+00:00,2026-07-16 17:30:00+00:00,60.0,okx,gate,8.92144666213901,0.0,8.92144666213901,-11.07855333786099,0.21035710798700258,9.152839480927044,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 17:30:00+00:00,NORMAL,200.0,20.0,2026-07-16 17:45:00+00:00,2026-07-16 18:00:00+00:00,15.0,okx,gate,-1.516678027166929,0.0,-1.516678027166929,-21.51667802716693,3.322885942680376,3.322885942680376,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 18:45:00+00:00,NORMAL,200.0,20.0,2026-07-16 19:00:00+00:00,2026-07-16 19:15:00+00:00,15.0,okx,gate,1.3316774912175422,0.0,1.3316774912175422,-18.66832250878246,3.9605336261672175,3.9605336261672175,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 19:15:00+00:00,NORMAL,200.0,20.0,2026-07-16 19:30:00+00:00,2026-07-16 19:45:00+00:00,15.0,okx,gate,-1.9293576168932791,0.0,-1.9293576168932791,-21.929357616893277,-0.7514814958087257,-0.7514814958087257,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 20:00:00+00:00,NORMAL,200.0,20.0,2026-07-16 20:15:00+00:00,2026-07-16 21:15:00+00:00,60.0,okx,gate,6.379940692575747,0.0,6.379940692575747,-13.620059307424253,-0.20811915171226048,6.379940692575747,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 21:15:00+00:00,NORMAL,200.0,20.0,2026-07-16 21:30:00+00:00,2026-07-16 21:45:00+00:00,15.0,okx,gate,2.5522542193812114,0.0,2.5522542193812114,-17.44774578061879,1.012298440289383,1.012298440289383,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 21:45:00+00:00,NORMAL,200.0,20.0,2026-07-16 22:00:00+00:00,2026-07-16 22:15:00+00:00,15.0,okx,gate,5.887929164171135,0.0,5.887929164171135,-14.112070835828865,6.700276848982112,6.700276848982112,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 22:15:00+00:00,NORMAL,200.0,20.0,2026-07-16 22:30:00+00:00,2026-07-16 23:00:00+00:00,30.0,okx,gate,4.197159105695514,0.0,4.197159105695514,-15.802840894304486,-1.1866836725160645,4.197159105695514,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 23:00:00+00:00,NORMAL,200.0,20.0,2026-07-16 23:15:00+00:00,2026-07-16 23:30:00+00:00,15.0,okx,gate,4.574814150728468,0.0,4.574814150728468,-15.425185849271532,9.407244481781651,9.407244481781651,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 07:30:00+00:00,NORMAL,200.0,40.0,2026-07-16 07:45:00+00:00,2026-07-16 08:00:00+00:00,15.0,okx,gate,6.855753141161713,0.0,6.855753141161713,-33.14424685883829,11.603193918879873,11.603193918879873,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 13:30:00+00:00,NORMAL,200.0,40.0,2026-07-16 13:45:00+00:00,2026-07-16 14:00:00+00:00,15.0,okx,gate,18.045433213207396,0.0,18.045433213207396,-21.954566786792604,15.25032576532137,15.25032576532137,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 14:15:00+00:00,NORMAL,200.0,40.0,2026-07-16 14:30:00+00:00,2026-07-16 15:00:00+00:00,30.0,okx,gate,2.5609105145496525,0.0,2.5609105145496525,-37.439089485450346,-2.345297055930118,11.365136543043386,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 15:30:00+00:00,NORMAL,200.0,40.0,2026-07-16 15:45:00+00:00,2026-07-16 16:00:00+00:00,15.0,okx,gate,-6.692243719521596,0.0,-6.692243719521596,-46.6922437195216,-5.96731476292911,-5.96731476292911,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 16:15:00+00:00,NORMAL,200.0,40.0,2026-07-16 16:30:00+00:00,2026-07-16 17:30:00+00:00,60.0,okx,gate,8.92144666213901,0.0,8.92144666213901,-31.07855333786099,0.21035710798700258,9.152839480927044,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 17:30:00+00:00,NORMAL,200.0,40.0,2026-07-16 17:45:00+00:00,2026-07-16 18:00:00+00:00,15.0,okx,gate,-1.516678027166929,0.0,-1.516678027166929,-41.51667802716693,3.322885942680376,3.322885942680376,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 18:45:00+00:00,NORMAL,200.0,40.0,2026-07-16 19:00:00+00:00,2026-07-16 19:15:00+00:00,15.0,okx,gate,1.3316774912175422,0.0,1.3316774912175422,-38.66832250878246,3.9605336261672175,3.9605336261672175,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 19:15:00+00:00,NORMAL,200.0,40.0,2026-07-16 19:30:00+00:00,2026-07-16 19:45:00+00:00,15.0,okx,gate,-1.9293576168932791,0.0,-1.9293576168932791,-41.92935761689328,-0.7514814958087257,-0.7514814958087257,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 20:00:00+00:00,NORMAL,200.0,40.0,2026-07-16 20:15:00+00:00,2026-07-16 21:15:00+00:00,60.0,okx,gate,6.379940692575747,0.0,6.379940692575747,-33.620059307424256,-0.20811915171226048,6.379940692575747,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 21:15:00+00:00,NORMAL,200.0,40.0,2026-07-16 21:30:00+00:00,2026-07-16 21:45:00+00:00,15.0,okx,gate,2.5522542193812114,0.0,2.5522542193812114,-37.44774578061879,1.012298440289383,1.012298440289383,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 21:45:00+00:00,NORMAL,200.0,40.0,2026-07-16 22:00:00+00:00,2026-07-16 22:15:00+00:00,15.0,okx,gate,5.887929164171135,0.0,5.887929164171135,-34.11207083582887,6.700276848982112,6.700276848982112,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 22:15:00+00:00,NORMAL,200.0,40.0,2026-07-16 22:30:00+00:00,2026-07-16 23:00:00+00:00,30.0,okx,gate,4.197159105695514,0.0,4.197159105695514,-35.80284089430449,-1.1866836725160645,4.197159105695514,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 23:00:00+00:00,NORMAL,200.0,40.0,2026-07-16 23:15:00+00:00,2026-07-16 23:30:00+00:00,15.0,okx,gate,4.574814150728468,0.0,4.574814150728468,-35.42518584927153,9.407244481781651,9.407244481781651,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 07:30:00+00:00,NORMAL,200.0,80.0,2026-07-16 07:45:00+00:00,2026-07-16 08:00:00+00:00,15.0,okx,gate,6.855753141161713,0.0,6.855753141161713,-73.14424685883829,11.603193918879873,11.603193918879873,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 13:30:00+00:00,NORMAL,200.0,80.0,2026-07-16 13:45:00+00:00,2026-07-16 14:00:00+00:00,15.0,okx,gate,18.045433213207396,0.0,18.045433213207396,-61.954566786792604,15.25032576532137,15.25032576532137,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 14:15:00+00:00,NORMAL,200.0,80.0,2026-07-16 14:30:00+00:00,2026-07-16 15:00:00+00:00,30.0,okx,gate,2.5609105145496525,0.0,2.5609105145496525,-77.43908948545035,-2.345297055930118,11.365136543043386,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 15:30:00+00:00,NORMAL,200.0,80.0,2026-07-16 15:45:00+00:00,2026-07-16 16:00:00+00:00,15.0,okx,gate,-6.692243719521596,0.0,-6.692243719521596,-86.6922437195216,-5.96731476292911,-5.96731476292911,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 16:15:00+00:00,NORMAL,200.0,80.0,2026-07-16 16:30:00+00:00,2026-07-16 17:30:00+00:00,60.0,okx,gate,8.92144666213901,0.0,8.92144666213901,-71.078553337861,0.21035710798700258,9.152839480927044,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 17:30:00+00:00,NORMAL,200.0,80.0,2026-07-16 17:45:00+00:00,2026-07-16 18:00:00+00:00,15.0,okx,gate,-1.516678027166929,0.0,-1.516678027166929,-81.51667802716693,3.322885942680376,3.322885942680376,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 18:45:00+00:00,NORMAL,200.0,80.0,2026-07-16 19:00:00+00:00,2026-07-16 19:15:00+00:00,15.0,okx,gate,1.3316774912175422,0.0,1.3316774912175422,-78.66832250878245,3.9605336261672175,3.9605336261672175,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 19:15:00+00:00,NORMAL,200.0,80.0,2026-07-16 19:30:00+00:00,2026-07-16 19:45:00+00:00,15.0,okx,gate,-1.9293576168932791,0.0,-1.9293576168932791,-81.92935761689328,-0.7514814958087257,-0.7514814958087257,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 20:00:00+00:00,NORMAL,200.0,80.0,2026-07-16 20:15:00+00:00,2026-07-16 21:15:00+00:00,60.0,okx,gate,6.379940692575747,0.0,6.379940692575747,-73.62005930742426,-0.20811915171226048,6.379940692575747,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 21:15:00+00:00,NORMAL,200.0,80.0,2026-07-16 21:30:00+00:00,2026-07-16 21:45:00+00:00,15.0,okx,gate,2.5522542193812114,0.0,2.5522542193812114,-77.44774578061879,1.012298440289383,1.012298440289383,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 21:45:00+00:00,NORMAL,200.0,80.0,2026-07-16 22:00:00+00:00,2026-07-16 22:15:00+00:00,15.0,okx,gate,5.887929164171135,0.0,5.887929164171135,-74.11207083582886,6.700276848982112,6.700276848982112,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 22:15:00+00:00,NORMAL,200.0,80.0,2026-07-16 22:30:00+00:00,2026-07-16 23:00:00+00:00,30.0,okx,gate,4.197159105695514,0.0,4.197159105695514,-75.80284089430448,-1.1866836725160645,4.197159105695514,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/okx,2026-07-16 23:00:00+00:00,NORMAL,200.0,80.0,2026-07-16 23:15:00+00:00,2026-07-16 23:30:00+00:00,15.0,okx,gate,4.574814150728468,0.0,4.574814150728468,-75.42518584927153,9.407244481781651,9.407244481781651,NEXT_BAR_OPEN_PROXY,REALIZED,15,HISTORICAL_ROLLING_PSEUDO_OOS,True
binance/gate,2026-07-17 16:30:00+00:00,NORMAL,100.0,20.0,2026-07-17 16:45:00+00:00,2026-07-17 17:15:00+00:00,30.0,binance,gate,14.610483347992087,0.0,14.610483347992087,-5.389516652007913,2.2725440814608255,15.430895194740168,NEXT_BAR_OPEN_PROXY,REALIZED,16,HISTORICAL_ROLLING_PSEUDO_OOS,True
binance/gate,2026-07-17 16:30:00+00:00,NORMAL,100.0,40.0,2026-07-17 16:45:00+00:00,2026-07-17 17:15:00+00:00,30.0,binance,gate,14.610483347992087,0.0,14.610483347992087,-25.389516652007913,2.2725440814608255,15.430895194740168,NEXT_BAR_OPEN_PROXY,REALIZED,16,HISTORICAL_ROLLING_PSEUDO_OOS,True
binance/gate,2026-07-17 16:30:00+00:00,NORMAL,100.0,80.0,2026-07-17 16:45:00+00:00,2026-07-17 17:15:00+00:00,30.0,binance,gate,14.610483347992087,0.0,14.610483347992087,-65.38951665200791,2.2725440814608255,15.430895194740168,NEXT_BAR_OPEN_PROXY,REALIZED,16,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-19 23:00:00+00:00,NORMAL,100.0,20.0,2026-07-19 23:15:00+00:00,2026-07-19 23:30:00+00:00,15.0,hyperliquid,gate,21.90295054555813,0.0,21.90295054555813,1.9029505455581308,22.757213316784153,22.757213316784153,NEXT_BAR_OPEN_PROXY,REALIZED,17,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-19 23:00:00+00:00,NORMAL,100.0,40.0,2026-07-19 23:15:00+00:00,2026-07-19 23:30:00+00:00,15.0,hyperliquid,gate,21.90295054555813,0.0,21.90295054555813,-18.09704945444187,22.757213316784153,22.757213316784153,NEXT_BAR_OPEN_PROXY,REALIZED,17,HISTORICAL_ROLLING_PSEUDO_OOS,True
gate/hyperliquid,2026-07-19 23:00:00+00:00,NORMAL,100.0,80.0,2026-07-19 23:15:00+00:00,2026-07-19 23:30:00+00:00,15.0,hyperliquid,gate,21.90295054555813,0.0,21.90295054555813,-58.09704945444187,22.757213316784153,22.757213316784153,NEXT_BAR_OPEN_PROXY,REALIZED,17,HISTORICAL_ROLLING_PSEUDO_OOS,True
