base_event_id,analysis_scope,pair,threshold_bps,event_start,event_end,duration_bars,duration_minutes,status,peak_abs_spread_bps,peak_time,peak_spread_bps,start_session,start_regime,comparison_quality
15m-0000001,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-10 06:00:00+00:00,2026-06-10 08:15:00+00:00,10,150,COMPLETED,78.84638445856804,2026-06-10 07:45:00+00:00,-78.84638445856804,PRE_CLOSE_BASELINE,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000002,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-10 10:45:00+00:00,2026-06-10 10:45:00+00:00,1,15,COMPLETED,21.238146692251124,2026-06-10 10:45:00+00:00,-21.238146692251124,US_PREMARKET,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000003,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-10 12:15:00+00:00,2026-06-10 13:45:00+00:00,7,105,COMPLETED,42.75213215352874,2026-06-10 12:30:00+00:00,-42.75213215352874,US_PREMARKET,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000004,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-10 14:15:00+00:00,2026-06-10 15:30:00+00:00,6,90,COMPLETED,53.98958772236743,2026-06-10 14:15:00+00:00,-53.98958772236743,US_REGULAR,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000005,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-10 16:15:00+00:00,2026-06-10 17:00:00+00:00,4,60,COMPLETED,32.22715791307417,2026-06-10 16:30:00+00:00,-32.22715791307417,US_REGULAR,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000006,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-10 17:45:00+00:00,2026-06-10 18:00:00+00:00,2,30,COMPLETED,24.751033719644248,2026-06-10 17:45:00+00:00,-24.751033719644248,US_REGULAR,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000007,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-11 00:00:00+00:00,2026-06-11 00:45:00+00:00,4,60,COMPLETED,46.535359273962015,2026-06-11 00:45:00+00:00,-46.535359273962015,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000008,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-11 01:15:00+00:00,2026-06-12 02:00:00+00:00,100,1500,COMPLETED,66.40679332222948,2026-06-11 10:45:00+00:00,-66.40679332222948,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000009,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 02:30:00+00:00,2026-06-12 03:30:00+00:00,5,75,COMPLETED,33.8021408022519,2026-06-12 03:00:00+00:00,-33.8021408022519,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000010,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 04:00:00+00:00,2026-06-12 04:00:00+00:00,1,15,COMPLETED,20.60267834818472,2026-06-12 04:00:00+00:00,-20.60267834818472,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000011,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 04:30:00+00:00,2026-06-12 06:30:00+00:00,9,135,COMPLETED,38.59761981344396,2026-06-12 05:30:00+00:00,-38.59761981344396,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000012,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 07:00:00+00:00,2026-06-12 07:00:00+00:00,1,15,COMPLETED,32.19307315929318,2026-06-12 07:00:00+00:00,-32.19307315929318,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000013,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 07:30:00+00:00,2026-06-12 10:15:00+00:00,12,180,COMPLETED,49.53870559258513,2026-06-12 08:00:00+00:00,-49.53870559258513,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000014,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 10:45:00+00:00,2026-06-12 11:30:00+00:00,4,60,COMPLETED,29.41397779586669,2026-06-12 11:30:00+00:00,-29.41397779586669,US_PREMARKET,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000015,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 12:30:00+00:00,2026-06-12 12:30:00+00:00,1,15,COMPLETED,20.010870957579723,2026-06-12 12:30:00+00:00,-20.010870957579723,US_PREMARKET,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000016,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 13:00:00+00:00,2026-06-12 13:00:00+00:00,1,15,COMPLETED,20.497946719283092,2026-06-12 13:00:00+00:00,-20.497946719283092,US_PREMARKET,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000017,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 13:30:00+00:00,2026-06-12 14:00:00+00:00,3,45,COMPLETED,25.865120204742542,2026-06-12 14:00:00+00:00,-25.865120204742542,US_REGULAR,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000018,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 15:00:00+00:00,2026-06-12 15:15:00+00:00,2,30,COMPLETED,27.292705804271154,2026-06-12 15:00:00+00:00,-27.292705804271154,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000019,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 16:15:00+00:00,2026-06-12 16:15:00+00:00,1,15,COMPLETED,20.603324997119355,2026-06-12 16:15:00+00:00,-20.603324997119355,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000020,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 16:45:00+00:00,2026-06-12 17:15:00+00:00,3,45,COMPLETED,23.32369377203473,2026-06-12 16:45:00+00:00,-23.32369377203473,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000021,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 18:45:00+00:00,2026-06-12 18:45:00+00:00,1,15,COMPLETED,25.756774709558165,2026-06-12 18:45:00+00:00,-25.756774709558165,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000022,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 21:00:00+00:00,2026-06-12 21:15:00+00:00,2,30,COMPLETED,24.48813005918058,2026-06-12 21:15:00+00:00,-24.48813005918058,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000023,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 22:00:00+00:00,2026-06-12 22:15:00+00:00,2,30,COMPLETED,22.877935690598786,2026-06-12 22:15:00+00:00,-22.877935690598786,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000024,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-12 23:00:00+00:00,2026-06-12 23:00:00+00:00,1,15,COMPLETED,20.211784349048788,2026-06-12 23:00:00+00:00,-20.211784349048788,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000025,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 00:00:00+00:00,2026-06-13 00:00:00+00:00,1,15,COMPLETED,21.151354604841192,2026-06-13 00:00:00+00:00,-21.151354604841192,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000026,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 01:00:00+00:00,2026-06-13 01:15:00+00:00,2,30,COMPLETED,29.262695494834524,2026-06-13 01:00:00+00:00,-29.262695494834524,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000027,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 03:15:00+00:00,2026-06-13 03:15:00+00:00,1,15,COMPLETED,24.730468550406957,2026-06-13 03:15:00+00:00,-24.730468550406957,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000028,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 04:15:00+00:00,2026-06-13 04:15:00+00:00,1,15,COMPLETED,20.652073897618692,2026-06-13 04:15:00+00:00,-20.652073897618692,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000029,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 04:45:00+00:00,2026-06-13 05:30:00+00:00,4,60,COMPLETED,22.343933077195373,2026-06-13 05:15:00+00:00,-22.343933077195373,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000030,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 06:00:00+00:00,2026-06-13 06:15:00+00:00,2,30,COMPLETED,22.45860470813992,2026-06-13 06:00:00+00:00,-22.45860470813992,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000031,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 06:45:00+00:00,2026-06-13 07:00:00+00:00,2,30,COMPLETED,23.406254558283575,2026-06-13 07:00:00+00:00,-23.406254558283575,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000032,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 07:45:00+00:00,2026-06-13 08:15:00+00:00,3,45,COMPLETED,26.047114236164326,2026-06-13 08:15:00+00:00,-26.047114236164326,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000033,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 08:45:00+00:00,2026-06-13 09:00:00+00:00,2,30,COMPLETED,26.050036368556654,2026-06-13 08:45:00+00:00,-26.050036368556654,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000034,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 10:45:00+00:00,2026-06-13 11:00:00+00:00,2,30,COMPLETED,24.15335680631358,2026-06-13 10:45:00+00:00,-24.15335680631358,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000035,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 11:45:00+00:00,2026-06-13 12:15:00+00:00,3,45,COMPLETED,22.6217447275381,2026-06-13 11:45:00+00:00,-22.6217447275381,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000036,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 13:00:00+00:00,2026-06-13 13:15:00+00:00,2,30,COMPLETED,21.28885724939742,2026-06-13 13:00:00+00:00,-21.28885724939742,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000037,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 13:45:00+00:00,2026-06-13 15:15:00+00:00,7,105,COMPLETED,27.927955342319525,2026-06-13 14:45:00+00:00,-27.927955342319525,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000038,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 17:00:00+00:00,2026-06-13 17:00:00+00:00,1,15,COMPLETED,23.844343047820217,2026-06-13 17:00:00+00:00,-23.844343047820217,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000039,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 17:30:00+00:00,2026-06-13 18:00:00+00:00,3,45,COMPLETED,21.670653038083262,2026-06-13 18:00:00+00:00,-21.670653038083262,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000040,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 18:30:00+00:00,2026-06-13 19:45:00+00:00,6,90,COMPLETED,25.969010314358805,2026-06-13 19:00:00+00:00,-25.969010314358805,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000041,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 20:15:00+00:00,2026-06-13 20:30:00+00:00,2,30,COMPLETED,32.32137442479555,2026-06-13 20:15:00+00:00,-32.32137442479555,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000042,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 21:00:00+00:00,2026-06-13 21:00:00+00:00,1,15,COMPLETED,21.25766758738837,2026-06-13 21:00:00+00:00,-21.25766758738837,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000043,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 21:45:00+00:00,2026-06-13 21:45:00+00:00,1,15,COMPLETED,26.207263535983948,2026-06-13 21:45:00+00:00,-26.207263535983948,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000044,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-13 22:45:00+00:00,2026-06-13 22:45:00+00:00,1,15,COMPLETED,20.31809476226285,2026-06-13 22:45:00+00:00,-20.31809476226285,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000045,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 00:00:00+00:00,2026-06-14 00:15:00+00:00,2,30,COMPLETED,23.5099017978746,2026-06-14 00:15:00+00:00,-23.5099017978746,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000046,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 01:30:00+00:00,2026-06-14 01:45:00+00:00,2,30,COMPLETED,22.23886654370327,2026-06-14 01:45:00+00:00,-22.23886654370327,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000047,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 03:30:00+00:00,2026-06-14 03:30:00+00:00,1,15,COMPLETED,21.90073211963983,2026-06-14 03:30:00+00:00,-21.90073211963983,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000048,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 04:00:00+00:00,2026-06-14 04:00:00+00:00,1,15,COMPLETED,21.016039600034784,2026-06-14 04:00:00+00:00,-21.016039600034784,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000049,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 04:30:00+00:00,2026-06-14 04:30:00+00:00,1,15,COMPLETED,20.043671310338297,2026-06-14 04:30:00+00:00,-20.043671310338297,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000050,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 05:00:00+00:00,2026-06-14 05:00:00+00:00,1,15,COMPLETED,20.78594790231341,2026-06-14 05:00:00+00:00,-20.78594790231341,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000051,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 05:30:00+00:00,2026-06-14 05:30:00+00:00,1,15,COMPLETED,20.514182337222074,2026-06-14 05:30:00+00:00,-20.514182337222074,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000052,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 07:00:00+00:00,2026-06-14 07:00:00+00:00,1,15,COMPLETED,21.092821765656627,2026-06-14 07:00:00+00:00,-21.092821765656627,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000053,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 07:45:00+00:00,2026-06-14 07:45:00+00:00,1,15,COMPLETED,20.361751639518687,2026-06-14 07:45:00+00:00,-20.361751639518687,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000054,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 08:15:00+00:00,2026-06-14 09:15:00+00:00,5,75,COMPLETED,28.481274057921876,2026-06-14 09:15:00+00:00,-28.481274057921876,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000055,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 09:45:00+00:00,2026-06-14 09:45:00+00:00,1,15,COMPLETED,21.234283835976782,2026-06-14 09:45:00+00:00,-21.234283835976782,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000056,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 10:30:00+00:00,2026-06-14 11:00:00+00:00,3,45,COMPLETED,26.595570461884783,2026-06-14 11:00:00+00:00,-26.595570461884783,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000057,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 11:30:00+00:00,2026-06-14 11:30:00+00:00,1,15,COMPLETED,21.32140721287587,2026-06-14 11:30:00+00:00,-21.32140721287587,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000058,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 12:15:00+00:00,2026-06-14 12:15:00+00:00,1,15,COMPLETED,24.09780565905576,2026-06-14 12:15:00+00:00,-24.09780565905576,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000059,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 12:45:00+00:00,2026-06-14 12:45:00+00:00,1,15,COMPLETED,23.074133895902694,2026-06-14 12:45:00+00:00,-23.074133895902694,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000060,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 13:15:00+00:00,2026-06-14 13:30:00+00:00,2,30,COMPLETED,26.764561077719357,2026-06-14 13:15:00+00:00,-26.764561077719357,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000061,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 15:00:00+00:00,2026-06-14 15:00:00+00:00,1,15,COMPLETED,20.43410985140854,2026-06-14 15:00:00+00:00,-20.43410985140854,BOTH_PRIMARY_MARKETS_CLOSED,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000062,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 15:30:00+00:00,2026-06-14 15:30:00+00:00,1,15,COMPLETED,25.987098556893947,2026-06-14 15:30:00+00:00,-25.987098556893947,BOTH_PRIMARY_MARKETS_CLOSED,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000063,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 16:45:00+00:00,2026-06-14 17:00:00+00:00,2,30,COMPLETED,24.884899090743954,2026-06-14 16:45:00+00:00,-24.884899090743954,BOTH_PRIMARY_MARKETS_CLOSED,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000064,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 17:30:00+00:00,2026-06-14 17:45:00+00:00,2,30,COMPLETED,23.47549786240683,2026-06-14 17:30:00+00:00,-23.47549786240683,BOTH_PRIMARY_MARKETS_CLOSED,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000065,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 18:15:00+00:00,2026-06-14 18:30:00+00:00,2,30,COMPLETED,23.473400128639298,2026-06-14 18:30:00+00:00,-23.473400128639298,BOTH_PRIMARY_MARKETS_CLOSED,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000066,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 19:15:00+00:00,2026-06-14 19:30:00+00:00,2,30,COMPLETED,29.674769821819023,2026-06-14 19:30:00+00:00,-29.674769821819023,BOTH_PRIMARY_MARKETS_CLOSED,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000067,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 20:00:00+00:00,2026-06-14 20:45:00+00:00,4,60,COMPLETED,27.689821009817727,2026-06-14 20:30:00+00:00,-27.689821009817727,BOTH_PRIMARY_MARKETS_CLOSED,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000068,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 21:15:00+00:00,2026-06-14 22:15:00+00:00,5,75,COMPLETED,24.90432099774126,2026-06-14 21:15:00+00:00,-24.90432099774126,BOTH_PRIMARY_MARKETS_CLOSED,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000069,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-14 22:45:00+00:00,2026-06-14 23:00:00+00:00,2,30,COMPLETED,22.634899077874188,2026-06-14 23:00:00+00:00,-22.634899077874188,BOTH_PRIMARY_MARKETS_CLOSED,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000070,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-15 00:00:00+00:00,2026-06-15 00:00:00+00:00,1,15,COMPLETED,21.750881618575182,2026-06-15 00:00:00+00:00,-21.750881618575182,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000071,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-15 00:30:00+00:00,2026-06-15 01:00:00+00:00,3,45,COMPLETED,32.22955762333028,2026-06-15 01:00:00+00:00,-32.22955762333028,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000072,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-15 01:30:00+00:00,2026-06-15 01:30:00+00:00,1,15,COMPLETED,35.15396982237201,2026-06-15 01:30:00+00:00,-35.15396982237201,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000073,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-15 02:30:00+00:00,2026-06-15 02:30:00+00:00,1,15,COMPLETED,22.061109929135334,2026-06-15 02:30:00+00:00,-22.061109929135334,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000074,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-15 03:15:00+00:00,2026-06-15 03:45:00+00:00,3,45,COMPLETED,24.28940399302113,2026-06-15 03:30:00+00:00,-24.28940399302113,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000075,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-15 04:15:00+00:00,2026-06-15 04:15:00+00:00,1,15,COMPLETED,27.708939059847353,2026-06-15 04:15:00+00:00,-27.708939059847353,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000076,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-15 04:45:00+00:00,2026-06-15 05:45:00+00:00,5,75,COMPLETED,29.81829072182352,2026-06-15 04:45:00+00:00,-29.81829072182352,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000077,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-15 06:15:00+00:00,2026-06-15 07:45:00+00:00,7,105,COMPLETED,45.51619198835704,2026-06-15 07:45:00+00:00,-45.51619198835704,PRE_CLOSE_BASELINE,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000078,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-15 08:30:00+00:00,2026-06-15 09:30:00+00:00,5,75,COMPLETED,32.113393499806634,2026-06-15 08:30:00+00:00,-32.113393499806634,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000079,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-15 10:00:00+00:00,2026-06-15 10:00:00+00:00,1,15,COMPLETED,24.77557297576705,2026-06-15 10:00:00+00:00,-24.77557297576705,US_PREMARKET,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000080,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-15 10:45:00+00:00,2026-06-15 11:45:00+00:00,5,75,COMPLETED,24.379546978999873,2026-06-15 11:15:00+00:00,-24.379546978999873,US_PREMARKET,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000081,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-15 12:30:00+00:00,2026-06-15 12:30:00+00:00,1,15,COMPLETED,21.87423601013847,2026-06-15 12:30:00+00:00,-21.87423601013847,US_PREMARKET,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0000082,ALL_FIVE_TRADE_CLOSE_15M,binance/bitget,20,2026-06-15 13:00:00+00:00,2026-06-15 14:00:00+00:00,5,75,COMPLETED,30.40488530815421,2026-06-15 14:00:00+00:00,-30.40488530815421,US_PREMARKET,PRE_GATE_REGIME,STRICT_NATIVE_15M_BARS
