pair,regime,threshold_bps,event_start,event_end,duration_minutes,peak_abs_spread_bps,peak_time,spread_at_end_bps
bitget/gate,POST_GATE_REGIME,20,2026-07-22 16:55:00+00:00,2026-07-22 16:56:00+00:00,2,22.59321656262482,2026-07-22 16:55:00+00:00,20.32043767096451
bitget/gate,POST_GATE_REGIME,20,2026-07-22 17:22:00+00:00,2026-07-22 17:22:00+00:00,1,20.83601587283064,2026-07-22 17:22:00+00:00,20.83601587283064
bitget/gate,POST_GATE_REGIME,20,2026-07-22 17:26:00+00:00,2026-07-22 17:26:00+00:00,1,36.28768374068891,2026-07-22 17:26:00+00:00,36.28768374068891
bitget/gate,POST_GATE_REGIME,20,2026-07-22 18:43:00+00:00,2026-07-22 18:46:00+00:00,4,22.307792356230433,2026-07-22 18:46:00+00:00,22.307792356230433
bitget/gate,POST_GATE_REGIME,20,2026-07-22 19:07:00+00:00,2026-07-22 19:07:00+00:00,1,23.09150303617671,2026-07-22 19:07:00+00:00,23.09150303617671
bitget/gate,POST_GATE_REGIME,20,2026-07-22 20:12:00+00:00,2026-07-22 20:34:00+00:00,23,40.22887495850248,2026-07-22 20:14:00+00:00,21.7941263674286
bitget/gate,POST_GATE_REGIME,20,2026-07-22 20:39:00+00:00,2026-07-22 20:43:00+00:00,5,23.07463757770333,2026-07-22 20:39:00+00:00,21.14369580959845
bitget/gate,POST_GATE_REGIME,20,2026-07-22 20:50:00+00:00,2026-07-22 20:53:00+00:00,4,25.098379450314575,2026-07-22 20:50:00+00:00,20.41889676082124
bitget/gate,POST_GATE_REGIME,20,2026-07-22 20:59:00+00:00,2026-07-22 21:03:00+00:00,5,33.54413823877985,2026-07-22 21:00:00+00:00,29.175169709894252
bitget/gate,POST_GATE_REGIME,20,2026-07-22 21:06:00+00:00,2026-07-22 21:08:00+00:00,3,24.275261681994486,2026-07-22 21:07:00+00:00,23.3205589337866
bitget/gate,POST_GATE_REGIME,20,2026-07-22 21:12:00+00:00,2026-07-22 21:15:00+00:00,4,22.581571141516164,2026-07-22 21:15:00+00:00,22.581571141516164
bitget/gate,POST_GATE_REGIME,20,2026-07-22 21:18:00+00:00,2026-07-22 21:26:00+00:00,9,35.161180836013344,2026-07-22 21:21:00+00:00,21.556731146429065
bitget/gate,POST_GATE_REGIME,20,2026-07-22 21:31:00+00:00,2026-07-22 21:32:00+00:00,2,21.060985287833397,2026-07-22 21:32:00+00:00,21.060985287833397
bitget/gate,POST_GATE_REGIME,20,2026-07-22 21:36:00+00:00,2026-07-22 21:42:00+00:00,7,27.36499491194147,2026-07-22 21:40:00+00:00,26.807609705573103
bitget/gate,POST_GATE_REGIME,20,2026-07-22 22:06:00+00:00,2026-07-22 22:06:00+00:00,1,20.27307213834738,2026-07-22 22:06:00+00:00,20.27307213834738
bitget/gate,POST_GATE_REGIME,20,2026-07-23 00:10:00+00:00,2026-07-23 00:10:00+00:00,1,27.484477429238527,2026-07-23 00:10:00+00:00,-27.484477429238527
bitget/gate,POST_GATE_REGIME,20,2026-07-23 01:51:00+00:00,2026-07-23 01:51:00+00:00,1,23.432334301302486,2026-07-23 01:51:00+00:00,-23.432334301302486
bitget/gate,POST_GATE_REGIME,20,2026-07-23 04:33:00+00:00,2026-07-23 04:33:00+00:00,1,21.294395011027106,2026-07-23 04:33:00+00:00,21.294395011027106
bitget/gate,POST_GATE_REGIME,20,2026-07-23 05:13:00+00:00,2026-07-23 05:13:00+00:00,1,30.264194061424522,2026-07-23 05:13:00+00:00,30.264194061424522
gate/hyperliquid,GATE_REGIME_20260716_19,20,2026-07-19 16:05:00+00:00,2026-07-19 23:59:00+00:00,475,100.24007075769585,2026-07-19 23:00:00+00:00,78.46481876332467
gate/hyperliquid,GATE_REGIME_20260716_19,50,2026-07-19 16:05:00+00:00,2026-07-19 16:07:00+00:00,3,51.80247123264328,2026-07-19 16:07:00+00:00,51.80247123264328
gate/hyperliquid,GATE_REGIME_20260716_19,50,2026-07-19 16:15:00+00:00,2026-07-19 16:15:00+00:00,1,50.202084662838466,2026-07-19 16:15:00+00:00,50.202084662838466
gate/hyperliquid,GATE_REGIME_20260716_19,50,2026-07-19 16:25:00+00:00,2026-07-19 16:50:00+00:00,26,57.84772437260895,2026-07-19 16:35:00+00:00,51.08121913843011
gate/hyperliquid,GATE_REGIME_20260716_19,50,2026-07-19 16:54:00+00:00,2026-07-19 23:59:00+00:00,426,100.24007075769585,2026-07-19 23:00:00+00:00,78.46481876332467
gate/hyperliquid,GATE_REGIME_20260716_19,100,2026-07-19 23:00:00+00:00,2026-07-19 23:00:00+00:00,1,100.24007075769585,2026-07-19 23:00:00+00:00,100.24007075769585
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 00:00:00+00:00,2026-07-20 00:22:00+00:00,23,78.55590840715246,2026-07-20 00:03:00+00:00,20.594059405939873
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 00:25:00+00:00,2026-07-20 00:44:00+00:00,20,42.91504410712939,2026-07-20 00:27:00+00:00,32.600485031607654
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 00:47:00+00:00,2026-07-20 02:47:00+00:00,121,53.12084993359969,2026-07-20 01:50:00+00:00,25.631485385918467
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 02:50:00+00:00,2026-07-20 04:49:00+00:00,120,54.45938586569478,2026-07-20 04:18:00+00:00,22.74388758021245
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 04:53:00+00:00,2026-07-20 05:42:00+00:00,50,43.01431053023447,2026-07-20 05:26:00+00:00,20.733982998133943
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 05:48:00+00:00,2026-07-20 05:54:00+00:00,7,26.646681655425475,2026-07-20 05:51:00+00:00,21.664861261562674
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 06:03:00+00:00,2026-07-20 09:07:00+00:00,185,50.36091992613731,2026-07-20 06:24:00+00:00,25.500760909802462
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 09:10:00+00:00,2026-07-20 09:11:00+00:00,2,22.15021124738542,2026-07-20 09:10:00+00:00,20.512820512820515
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 09:14:00+00:00,2026-07-20 09:19:00+00:00,6,22.93202293202442,2026-07-20 09:14:00+00:00,22.888907054687763
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 09:22:00+00:00,2026-07-20 09:25:00+00:00,4,23.69765066394354,2026-07-20 09:25:00+00:00,23.69765066394354
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 09:30:00+00:00,2026-07-20 09:48:00+00:00,19,28.41255022932987,2026-07-20 09:43:00+00:00,20.256856946076244
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 09:51:00+00:00,2026-07-20 10:05:00+00:00,15,27.65576704083181,2026-07-20 09:55:00+00:00,21.153689691645404
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 10:10:00+00:00,2026-07-20 10:18:00+00:00,9,23.559039766035102,2026-07-20 10:14:00+00:00,20.335949892219467
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 11:02:00+00:00,2026-07-20 11:02:00+00:00,1,23.4296101797624,2026-07-20 11:02:00+00:00,23.4296101797624
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 11:22:00+00:00,2026-07-20 11:23:00+00:00,2,24.21112097490114,2026-07-20 11:23:00+00:00,24.21112097490114
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 11:26:00+00:00,2026-07-20 11:28:00+00:00,3,21.796165489403172,2026-07-20 11:28:00+00:00,21.796165489403172
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 11:49:00+00:00,2026-07-20 11:52:00+00:00,4,22.562449637390667,2026-07-20 11:50:00+00:00,21.73300599670017
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 12:01:00+00:00,2026-07-20 12:26:00+00:00,26,27.532593732284905,2026-07-20 12:05:00+00:00,20.242095461722197
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 12:31:00+00:00,2026-07-20 12:36:00+00:00,6,23.420149404402107,2026-07-20 12:34:00+00:00,22.58793159083539
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 12:39:00+00:00,2026-07-20 13:32:00+00:00,54,43.79562043795694,2026-07-20 13:31:00+00:00,26.616122918094568
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 13:37:00+00:00,2026-07-20 13:38:00+00:00,2,28.17014769206004,2026-07-20 13:37:00+00:00,24.994960693407855
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 13:49:00+00:00,2026-07-20 13:52:00+00:00,4,31.62888771744934,2026-07-20 13:50:00+00:00,28.509754408829878
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 13:56:00+00:00,2026-07-20 13:59:00+00:00,4,30.197918792081765,2026-07-20 13:58:00+00:00,20.350848630387887
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 14:05:00+00:00,2026-07-20 14:21:00+00:00,17,35.86274349987662,2026-07-20 14:06:00+00:00,32.409523413802
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 14:45:00+00:00,2026-07-20 14:57:00+00:00,13,38.24727696017219,2026-07-20 14:56:00+00:00,20.764981934465716
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 15:08:00+00:00,2026-07-20 15:08:00+00:00,1,21.450375381570304,2026-07-20 15:08:00+00:00,21.450375381570304
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 15:15:00+00:00,2026-07-20 15:15:00+00:00,1,21.420332839017213,2026-07-20 15:15:00+00:00,21.420332839017213
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 15:19:00+00:00,2026-07-20 15:21:00+00:00,3,25.525958252706236,2026-07-20 15:19:00+00:00,25.43798465515231
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 15:25:00+00:00,2026-07-20 15:25:00+00:00,1,24.57807635589055,2026-07-20 15:25:00+00:00,24.57807635589055
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 15:31:00+00:00,2026-07-20 15:33:00+00:00,3,27.003805081624765,2026-07-20 15:32:00+00:00,20.464126386444562
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 15:37:00+00:00,2026-07-20 15:42:00+00:00,6,26.238110856018743,2026-07-20 15:40:00+00:00,23.738386608274574
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 15:45:00+00:00,2026-07-20 16:01:00+00:00,17,29.537249753855505,2026-07-20 15:49:00+00:00,22.029127401787175
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 16:04:00+00:00,2026-07-20 16:04:00+00:00,1,20.334295823335637,2026-07-20 16:04:00+00:00,20.334295823335637
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 16:10:00+00:00,2026-07-20 16:17:00+00:00,8,25.243271853751143,2026-07-20 16:14:00+00:00,21.210637950725314
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 16:21:00+00:00,2026-07-20 16:23:00+00:00,3,21.993239115383417,2026-07-20 16:22:00+00:00,21.201989725188852
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 16:27:00+00:00,2026-07-20 16:27:00+00:00,1,22.902012105348884,2026-07-20 16:27:00+00:00,22.902012105348884
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 16:32:00+00:00,2026-07-20 16:34:00+00:00,3,27.063599458727644,2026-07-20 16:34:00+00:00,27.063599458727644
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 16:41:00+00:00,2026-07-20 16:41:00+00:00,1,22.9583469990157,2026-07-20 16:41:00+00:00,22.9583469990157
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 16:50:00+00:00,2026-07-20 16:50:00+00:00,1,20.554984583761563,2026-07-20 16:50:00+00:00,20.554984583761563
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 17:43:00+00:00,2026-07-20 17:43:00+00:00,1,20.673971469919373,2026-07-20 17:43:00+00:00,20.673971469919373
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 20:19:00+00:00,2026-07-20 20:25:00+00:00,7,21.69740465659609,2026-07-20 20:19:00+00:00,20.005001250313335
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 20:41:00+00:00,2026-07-20 20:41:00+00:00,1,20.9494280806134,2026-07-20 20:41:00+00:00,20.9494280806134
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 20:50:00+00:00,2026-07-20 20:54:00+00:00,5,22.7110232577705,2026-07-20 20:52:00+00:00,20.16976216488666
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 20:57:00+00:00,2026-07-20 22:28:00+00:00,92,36.02094240837849,2026-07-20 21:54:00+00:00,25.025025025025027
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-20 22:31:00+00:00,2026-07-21 00:00:00+00:00,90,47.68477851675279,2026-07-21 00:00:00+00:00,47.68477851675279
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 00:03:00+00:00,2026-07-21 01:35:00+00:00,93,56.20299198280812,2026-07-21 01:03:00+00:00,23.38426803209179
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 01:38:00+00:00,2026-07-21 01:45:00+00:00,8,25.88996763753898,2026-07-21 01:45:00+00:00,25.88996763753898
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 01:50:00+00:00,2026-07-21 01:53:00+00:00,4,27.41935483871041,2026-07-21 01:50:00+00:00,25.90673575129571
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 01:56:00+00:00,2026-07-21 02:02:00+00:00,7,25.194034702750287,2026-07-21 01:57:00+00:00,23.484633761184465
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 02:09:00+00:00,2026-07-21 02:20:00+00:00,12,29.30880078156728,2026-07-21 02:18:00+00:00,23.730616586883443
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 02:24:00+00:00,2026-07-21 02:26:00+00:00,3,23.562868169815893,2026-07-21 02:24:00+00:00,20.326029513394854
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 02:30:00+00:00,2026-07-21 02:38:00+00:00,9,25.05151723301878,2026-07-21 02:32:00+00:00,21.81553751060514
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 02:54:00+00:00,2026-07-21 02:54:00+00:00,1,22.577003709078816,2026-07-21 02:54:00+00:00,22.577003709078816
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 03:16:00+00:00,2026-07-21 03:16:00+00:00,1,21.543985637341457,2026-07-21 03:16:00+00:00,21.543985637341457
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 03:19:00+00:00,2026-07-21 03:19:00+00:00,1,21.480568041688578,2026-07-21 03:19:00+00:00,21.480568041688578
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 03:26:00+00:00,2026-07-21 03:29:00+00:00,4,24.739635289891936,2026-07-21 03:27:00+00:00,21.47202672074473
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 04:39:00+00:00,2026-07-21 04:41:00+00:00,3,20.53225933822877,2026-07-21 04:39:00+00:00,20.52091554853914
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 04:48:00+00:00,2026-07-21 04:54:00+00:00,7,23.78686964795433,2026-07-21 04:53:00+00:00,21.414125391601267
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 05:01:00+00:00,2026-07-21 05:01:00+00:00,1,20.61038446294022,2026-07-21 05:01:00+00:00,20.61038446294022
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 05:08:00+00:00,2026-07-21 05:08:00+00:00,1,21.38698562319336,2026-07-21 05:08:00+00:00,21.38698562319336
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 05:12:00+00:00,2026-07-21 05:33:00+00:00,22,31.246244441772728,2026-07-21 05:20:00+00:00,23.18979648954533
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 05:36:00+00:00,2026-07-21 05:59:00+00:00,24,30.30786409315644,2026-07-21 05:42:00+00:00,22.324988040184618
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 06:02:00+00:00,2026-07-21 07:00:00+00:00,59,32.838092186936116,2026-07-21 06:32:00+00:00,23.099287108208937
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 07:03:00+00:00,2026-07-21 13:34:00+00:00,392,46.63110057301,2026-07-21 08:08:00+00:00,36.980211652701094
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 13:37:00+00:00,2026-07-21 14:17:00+00:00,41,43.74999999999929,2026-07-21 13:37:00+00:00,24.331855107726614
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 14:20:00+00:00,2026-07-21 14:30:00+00:00,11,32.08263234085769,2026-07-21 14:21:00+00:00,24.906600249066354
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 14:33:00+00:00,2026-07-21 14:34:00+00:00,2,23.32452184730213,2026-07-21 14:34:00+00:00,23.32452184730213
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 14:37:00+00:00,2026-07-21 14:38:00+00:00,2,24.13296485150371,2026-07-21 14:38:00+00:00,24.13296485150371
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 14:41:00+00:00,2026-07-21 14:41:00+00:00,1,21.783102536175154,2026-07-21 14:41:00+00:00,21.783102536175154
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 14:47:00+00:00,2026-07-21 14:52:00+00:00,6,23.33177788147457,2026-07-21 14:52:00+00:00,23.33177788147457
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 14:56:00+00:00,2026-07-21 14:56:00+00:00,1,20.935912844570584,2026-07-21 14:56:00+00:00,20.935912844570584
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 15:02:00+00:00,2026-07-21 15:14:00+00:00,13,35.38461538461468,2026-07-21 15:10:00+00:00,21.472392638038205
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 15:29:00+00:00,2026-07-21 15:40:00+00:00,12,23.848905642959853,2026-07-21 15:32:00+00:00,20.089630659866398
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 15:44:00+00:00,2026-07-21 16:01:00+00:00,18,37.223730127957985,2026-07-21 15:56:00+00:00,23.98545398274524
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 16:09:00+00:00,2026-07-21 16:15:00+00:00,7,28.46044382908384,2026-07-21 16:14:00+00:00,21.49712092130658
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 16:18:00+00:00,2026-07-21 16:21:00+00:00,4,25.313542745368423,2026-07-21 16:21:00+00:00,25.313542745368423
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 16:24:00+00:00,2026-07-21 19:42:00+00:00,199,40.31491271441033,2026-07-21 17:39:00+00:00,23.517809050564324
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 19:47:00+00:00,2026-07-21 23:53:00+00:00,247,42.07362885048767,2026-07-21 22:00:00+00:00,21.13367046569518
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-21 23:59:00+00:00,2026-07-21 23:59:00+00:00,1,26.950142236861126,2026-07-21 23:59:00+00:00,26.950142236861126
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 00:03:00+00:00,2026-07-22 00:03:00+00:00,1,28.982276223385448,2026-07-22 00:03:00+00:00,28.982276223385448
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 00:06:00+00:00,2026-07-22 00:16:00+00:00,11,28.89423967401438,2026-07-22 00:15:00+00:00,21.474323373690925
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 00:23:00+00:00,2026-07-22 00:40:00+00:00,18,28.25068768121296,2026-07-22 00:27:00+00:00,23.04404385801828
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 00:43:00+00:00,2026-07-22 00:45:00+00:00,3,23.827252419953968,2026-07-22 00:43:00+00:00,20.136480590670438
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 00:52:00+00:00,2026-07-22 00:56:00+00:00,5,26.13988573135666,2026-07-22 00:52:00+00:00,20.195220464490415
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 01:05:00+00:00,2026-07-22 01:08:00+00:00,4,24.501614879162158,2026-07-22 01:07:00+00:00,21.57657825229784
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 03:19:00+00:00,2026-07-22 03:19:00+00:00,1,20.715847623432275,2026-07-22 03:19:00+00:00,20.715847623432275
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 03:25:00+00:00,2026-07-22 03:25:00+00:00,1,20.533100117875552,2026-07-22 03:25:00+00:00,20.533100117875552
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 05:11:00+00:00,2026-07-22 05:11:00+00:00,1,21.060021060021413,2026-07-22 05:11:00+00:00,21.060021060021413
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 05:16:00+00:00,2026-07-22 05:16:00+00:00,1,21.203910943574396,2026-07-22 05:16:00+00:00,21.203910943574396
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 05:19:00+00:00,2026-07-22 05:33:00+00:00,15,26.86897423739421,2026-07-22 05:28:00+00:00,20.53712480252693
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 05:36:00+00:00,2026-07-22 05:36:00+00:00,1,20.61038446294022,2026-07-22 05:36:00+00:00,20.61038446294022
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 05:40:00+00:00,2026-07-22 05:40:00+00:00,1,20.59732234809403,2026-07-22 05:40:00+00:00,20.59732234809403
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 05:43:00+00:00,2026-07-22 13:31:00+00:00,469,65.66946369937905,2026-07-22 11:32:00+00:00,24.87661998956896
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 13:35:00+00:00,2026-07-22 13:48:00+00:00,14,31.216232440868158,2026-07-22 13:38:00+00:00,23.115858275876537
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 13:58:00+00:00,2026-07-22 14:18:00+00:00,21,26.0591463655384,2026-07-22 14:05:00+00:00,21.356535495351537
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 14:22:00+00:00,2026-07-22 15:23:00+00:00,62,38.15580286168666,2026-07-22 14:41:00+00:00,25.995509866477256
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 15:28:00+00:00,2026-07-22 15:59:00+00:00,32,37.00350352320627,2026-07-22 15:33:00+00:00,22.028164581857876
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 16:02:00+00:00,2026-07-22 19:43:00+00:00,222,45.694477270936375,2026-07-22 16:46:00+00:00,21.343029919766373
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 19:46:00+00:00,2026-07-22 20:10:00+00:00,25,45.63468235859288,2026-07-22 20:06:00+00:00,25.44326946012599
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 20:16:00+00:00,2026-07-22 21:39:00+00:00,84,51.35387488328595,2026-07-22 20:44:00+00:00,29.92518703241965
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-22 21:43:00+00:00,2026-07-23 00:27:00+00:00,165,53.904144369361276,2026-07-22 23:43:00+00:00,22.94455066921606
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 00:30:00+00:00,2026-07-23 00:43:00+00:00,14,27.779921290224063,2026-07-23 00:32:00+00:00,26.206258671187474
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 01:01:00+00:00,2026-07-23 01:01:00+00:00,1,23.69758819707324,2026-07-23 01:01:00+00:00,23.69758819707324
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 01:22:00+00:00,2026-07-23 01:24:00+00:00,3,26.047651880794383,2026-07-23 01:24:00+00:00,26.047651880794383
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 01:39:00+00:00,2026-07-23 01:39:00+00:00,1,20.77962057952088,2026-07-23 01:39:00+00:00,20.77962057952088
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 01:49:00+00:00,2026-07-23 02:08:00+00:00,20,29.726981146835286,2026-07-23 02:00:00+00:00,21.041967034252
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 02:13:00+00:00,2026-07-23 03:47:00+00:00,95,49.09335656029808,2026-07-23 02:25:00+00:00,20.058632927016735
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 04:00:00+00:00,2026-07-23 04:12:00+00:00,13,33.28817495645583,2026-07-23 04:10:00+00:00,23.8819768113702
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 04:15:00+00:00,2026-07-23 04:21:00+00:00,7,26.953140040814755,2026-07-23 04:16:00+00:00,20.690447909881957
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 04:30:00+00:00,2026-07-23 04:31:00+00:00,2,23.66321896110766,2026-07-23 04:30:00+00:00,21.419828641370525
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 04:35:00+00:00,2026-07-23 04:35:00+00:00,1,25.93637958654255,2026-07-23 04:35:00+00:00,25.93637958654255
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 04:38:00+00:00,2026-07-23 05:27:00+00:00,50,36.82393555811417,2026-07-23 04:51:00+00:00,22.853660394606536
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 05:35:00+00:00,2026-07-23 05:40:00+00:00,6,26.82300647584014,2026-07-23 05:38:00+00:00,22.262311442059367
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 05:43:00+00:00,2026-07-23 06:39:00+00:00,57,33.92444101773393,2026-07-23 06:02:00+00:00,24.57946078807931
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 06:43:00+00:00,2026-07-23 08:50:00+00:00,128,46.23208506703652,2026-07-23 07:53:00+00:00,22.010549884255557
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 08:53:00+00:00,2026-07-23 09:02:00+00:00,10,25.796661608498415,2026-07-23 08:55:00+00:00,20.50191730893387
gate/hyperliquid,POST_GATE_REGIME,20,2026-07-23 09:05:00+00:00,2026-07-23 09:05:00+00:00,1,21.990521327014907,2026-07-23 09:05:00+00:00,21.990521327014907
gate/hyperliquid,POST_GATE_REGIME,50,2026-07-20 00:00:00+00:00,2026-07-20 00:05:00+00:00,6,78.55590840715246,2026-07-20 00:03:00+00:00,53.11542390194076
gate/hyperliquid,POST_GATE_REGIME,50,2026-07-20 01:36:00+00:00,2026-07-20 01:36:00+00:00,1,51.82412701024106,2026-07-20 01:36:00+00:00,51.82412701024106
gate/hyperliquid,POST_GATE_REGIME,50,2026-07-20 01:46:00+00:00,2026-07-20 01:46:00+00:00,1,50.624507240963595,2026-07-20 01:46:00+00:00,50.624507240963595
gate/hyperliquid,POST_GATE_REGIME,50,2026-07-20 01:49:00+00:00,2026-07-20 01:50:00+00:00,2,53.12084993359969,2026-07-20 01:50:00+00:00,53.12084993359969
gate/hyperliquid,POST_GATE_REGIME,50,2026-07-20 04:14:00+00:00,2026-07-20 04:14:00+00:00,1,50.06257822277847,2026-07-20 04:14:00+00:00,50.06257822277847
gate/hyperliquid,POST_GATE_REGIME,50,2026-07-20 04:18:00+00:00,2026-07-20 04:19:00+00:00,2,54.45938586569478,2026-07-20 04:18:00+00:00,52.69982015140705
gate/hyperliquid,POST_GATE_REGIME,50,2026-07-20 06:24:00+00:00,2026-07-20 06:24:00+00:00,1,50.36091992613731,2026-07-20 06:24:00+00:00,50.36091992613731
gate/hyperliquid,POST_GATE_REGIME,50,2026-07-21 00:58:00+00:00,2026-07-21 00:58:00+00:00,1,50.53224537133029,2026-07-21 00:58:00+00:00,50.53224537133029
